,,weights,values,capacity,distribution
18,83,5,54,4113,uniform
18,84,69,1,4113,uniform
18,85,43,88,4113,uniform
18,86,4,77,4113,uniform
18,87,26,83,4113,uniform
18,88,74,21,4113,uniform
18,89,91,31,4113,uniform
18,90,60,50,4113,uniform
18,91,63,3,4113,uniform
18,92,37,68,4113,uniform
18,93,54,92,4113,uniform
18,94,98,35,4113,uniform
18,95,70,44,4113,uniform
18,96,59,66,4113,uniform
18,97,61,41,4113,uniform
18,98,22,42,4113,uniform
18,99,59,88,4113,uniform
19,0,52,56,3226,normal
19,1,55,65,3226,normal
19,2,55,62,3226,normal
19,3,46,49,3226,normal
19,4,22,69,3226,normal
19,5,27,63,3226,normal
19,6,59,85,3226,normal
19,7,49,56,3226,normal
19,8,39,33,3226,normal
19,9,29,63,3226,normal
19,10,31,40,3226,normal
19,11,43,66,3226,normal
19,12,54,25,3226,normal
19,13,58,86,3226,normal
19,14,55,60,3226,normal
19,15,91,73,3226,normal
19,16,43,38,3226,normal
19,17,78,41,3226,normal
19,18,63,49,3226,normal
19,19,55,36,3226,normal
19,20,51,64,3226,normal
19,21,40,62,3226,normal
19,22,82,55,3226,normal
19,23,57,78,3226,normal
19,24,40,29,3226,normal
19,25,68,32,3226,normal
19,26,27,23,3226,normal
19,27,56,15,3226,normal
19,28,29,62,3226,normal
19,29,45,73,3226,normal
19,30,43,37,3226,normal
19,31,61,56,3226,normal
19,32,53,49,3226,normal
19,33,65,44,3226,normal
19,34,54,36,3226,normal
19,35,39,32,3226,normal
19,36,49,74,3226,normal
19,37,39,50,3226,normal
19,38,43,45,3226,normal
19,39,33,75,3226,normal
19,40,51,23,3226,normal
19,41,48,53,3226,normal
19,42,69,33,3226,normal
19,43,36,58,3226,normal
19,44,69,36,3226,normal
19,45,89,63,3226,normal
19,46,39,39,3226,normal
19,47,39,39,3226,normal
19,48,64,35,3226,normal
19,49,64,33,3226,normal
19,50,58,62,3226,normal
19,51,37,57,3226,normal
19,52,42,24,3226,normal
19,53,70,64,3226,normal
19,54,44,39,3226,normal
19,55,61,38,3226,normal
19,56,45,41,3226,normal
19,57,62,36,3226,normal
19,58,51,47,3226,normal
19,59,38,40,3226,normal
19,60,45,46,3226,normal
19,61,58,50,3226,normal
19,62,50,25,3226,normal
19,63,55,61,3226,normal
19,64,59,42,3226,normal
19,65,47,57,3226,normal
19,66,39,3,3226,normal
19,67,34,39,3226,normal
19,68,52,77,3226,normal
19,69,72,42,3226,normal
19,70,43,44,3226,normal
19,71,64,52,3226,normal
19,72,38,63,3226,normal
19,73,6,63,3226,normal
19,74,25,40,3226,normal
19,75,24,35,3226,normal
19,76,51,40,3226,normal
19,77,44,50,3226,normal
19,78,34,75,3226,normal
19,79,25,46,3226,normal
19,80,58,49,3226,normal
19,81,54,76,3226,normal
19,82,44,39,3226,normal
19,83,48,41,3226,normal
19,84,41,61,3226,normal
19,85,56,37,3226,normal
19,86,41,58,3226,normal
19,87,75,30,3226,normal
19,88,56,33,3226,normal
19,89,54,41,3226,normal
19,90,59,24,3226,normal
19,91,61,46,3226,normal
19,92,42,49,3226,normal
19,93,56,73,3226,normal
19,94,61,51,3226,normal
19,95,25,52,3226,normal
19,96,69,50,3226,normal
19,97,74,16,3226,normal
19,98,53,63,3226,normal
19,99,75,45,3226,normal
20,0,41,45,2933,uniform
20,1,92,94,2933,uniform
20,2,1,81,2933,uniform
20,3,55,11,2933,uniform
20,4,49,49,2933,uniform
20,5,25,47,2933,uniform
20,6,38,59,2933,uniform
20,7,41,10,2933,uniform
20,8,72,39,2933,uniform
20,9,43,21,2933,uniform
20,10,22,14,2933,uniform
20,11,75,97,2933,uniform
20,12,56,1,2933,uniform
20,13,58,76,2933,uniform
20,14,36,68,2933,uniform
20,15,22,36,2933,uniform
20,16,42,49,2933,uniform
20,17,50,35,2933,uniform
20,18,7,2,2933,uniform
20,19,87,9,2933,uniform
20,20,58,78,2933,uniform
20,21,39,69,2933,uniform
20,22,32,99,2933,uniform
20,23,8,58,2933,uniform
20,24,88,73,2933,uniform
20,25,22,69,2933,uniform
20,26,95,42,2933,uniform
20,27,20,96,2933,uniform
20,28,53,84,2933,uniform
20,29,70,13,2933,uniform
20,30,65,1,2933,uniform
20,31,15,17,2933,uniform
20,32,37,39,2933,uniform
20,33,92,95,2933,uniform
20,34,20,9,2933,uniform
20,35,82,36,2933,uniform
20,36,77,98,2933,uniform
20,37,21,43,2933,uniform
20,38,50,64,2933,uniform
20,39,55,89,2933,uniform
20,40,20,81,2933,uniform
20,41,93,53,2933,uniform
20,42,87,51,2933,uniform
20,43,76,52,2933,uniform
20,44,85,14,2933,uniform
20,45,11,7,2933,uniform
20,46,12,11,2933,uniform
20,47,60,9,2933,uniform
20,48,67,81,2933,uniform
20,49,18,83,2933,uniform
20,50,14,89,2933,uniform
20,51,7,28,2933,uniform
20,52,5,18,2933,uniform
20,53,51,77,2933,uniform
20,54,11,12,2933,uniform
20,55,12,44,2933,uniform
20,56,73,98,2933,uniform
20,57,83,99,2933,uniform
20,58,6,6,2933,uniform
20,59,86,92,2933,uniform
20,60,75,80,2933,uniform
20,61,55,43,2933,uniform
20,62,36,38,2933,uniform
20,63,1,72,2933,uniform
20,64,80,44,2933,uniform
20,65,77,55,2933,uniform
20,66,99,19,2933,uniform
20,67,75,35,2933,uniform
20,68,5,40,2933,uniform
20,69,46,54,2933,uniform
20,70,37,35,2933,uniform
20,71,54,83,2933,uniform
20,72,60,17,2933,uniform
20,73,65,5,2933,uniform
20,74,68,91,2933,uniform
20,75,19,31,2933,uniform
20,76,9,21,2933,uniform
20,77,23,14,2933,uniform
20,78,64,73,2933,uniform
20,79,14,69,2933,uniform
20,80,88,89,2933,uniform
20,81,58,74,2933,uniform
20,82,96,12,2933,uniform
20,83,70,28,2933,uniform
20,84,20,51,2933,uniform
20,85,86,49,2933,uniform
20,86,66,80,2933,uniform
20,87,78,45,2933,uniform
20,88,42,83,2933,uniform
20,89,3,61,2933,uniform
20,90,58,24,2933,uniform
20,91,18,10,2933,uniform
20,92,63,85,2933,uniform
20,93,57,42,2933,uniform
20,94,24,23,2933,uniform
20,95,10,99,2933,uniform
20,96,48,22,2933,uniform
20,97,86,40,2933,uniform
20,98,96,56,2933,uniform
20,99,11,94,2933,uniform
21,0,1,55,2623,exponential
21,1,20,68,2623,exponential
21,2,38,37,2623,exponential
21,3,50,17,2623,exponential
21,4,10,9,2623,exponential
21,5,52,66,2623,exponential
21,6,1,1,2623,exponential
21,7,4,19,2623,exponential
21,8,72,36,2623,exponential
21,9,153,35,2623,exponential
21,10,28,52,2623,exponential
21,11,14,0,2623,exponential
21,12,16,75,2623,exponential
21,13,97,37,2623,exponential
21,14,33,72,2623,exponential
21,15,12,5,2623,exponential
21,16,95,144,2623,exponential
21,17,44,3,2623,exponential
21,18,1,27,2623,exponential
21,19,52,24,2623,exponential
21,20,3,2,2623,exponential
21,21,63,7,2623,exponential
21,22,51,14,2623,exponential
21,23,18,49,2623,exponential
21,24,47,28,2623,exponential
21,25,62,35,2623,exponential
21,26,0,95,2623,exponential
21,27,22,73,2623,exponential
21,28,34,45,2623,exponential
21,29,16,11,2623,exponential
21,30,50,42,2623,exponential
21,31,1,64,2623,exponential
21,32,12,58,2623,exponential
21,33,3,9,2623,exponential
21,34,4,5,2623,exponential
21,35,33,15,2623,exponential
21,36,45,1,2623,exponential
21,37,39,21,2623,exponential
21,38,8,44,2623,exponential
21,39,9,3,2623,exponential
21,40,12,78,2623,exponential
21,41,23,0,2623,exponential
21,42,35,4,2623,exponential
21,43,65,25,2623,exponential
21,44,24,60,2623,exponential
21,45,0,34,2623,exponential
21,46,31,24,2623,exponential
21,47,11,0,2623,exponential
21,48,19,9,2623,exponential
21,49,98,46,2623,exponential
21,50,5,29,2623,exponential
21,51,77,37,2623,exponential
21,52,92,6,2623,exponential
21,53,8,5,2623,exponential
21,54,39,14,2623,exponential
21,55,28,19,2623,exponential
21,56,32,69,2623,exponential
21,57,131,4,2623,exponential
21,58,12,25,2623,exponential
21,59,53,40,2623,exponential
21,60,117,20,2623,exponential
21,61,18,85,2623,exponential
21,62,1,6,2623,exponential
21,63,10,48,2623,exponential
21,64,34,61,2623,exponential
21,65,101,7,2623,exponential
21,66,47,9,2623,exponential
21,67,12,23,2623,exponential
21,68,90,9,2623,exponential
21,69,247,23,2623,exponential
21,70,107,14,2623,exponential
21,71,13,47,2623,exponential
21,72,2,16,2623,exponential
21,73,4,88,2623,exponential
21,74,2,8,2623,exponential
21,75,22,24,2623,exponential
21,76,47,43,2623,exponential
21,77,50,20,2623,exponential
21,78,0,47,2623,exponential
21,79,5,117,2623,exponential
21,80,29,1,2623,exponential
21,81,47,23,2623,exponential
21,82,13,7,2623,exponential
21,83,146,99,2623,exponential
21,84,39,2,2623,exponential
21,85,55,20,2623,exponential
21,86,11,41,2623,exponential
21,87,27,10,2623,exponential
21,88,2,303,2623,exponential
21,89,16,1,2623,exponential
21,90,5,8,2623,exponential
21,91,18,11,2623,exponential
21,92,10,66,2623,exponential
21,93,18,28,2623,exponential
21,94,75,25,2623,exponential
21,95,5,27,2623,exponential
21,96,11,61,2623,exponential
21,97,15,55,2623,exponential
21,98,17,39,2623,exponential
21,99,36,45,2623,exponential
22,0,60,42,2909,normal
22,1,50,37,2909,normal
22,2,70,4,2909,normal
22,3,46,37,2909,normal
22,4,49,45,2909,normal
22,5,38,53,2909,normal
22,6,81,35,2909,normal
22,7,62,37,2909,normal
22,8,49,24,2909,normal
22,9,51,37,2909,normal
22,10,38,51,2909,normal
22,11,64,68,2909,normal
22,12,67,46,2909,normal
22,13,29,29,2909,normal
22,14,45,42,2909,normal
22,15,21,28,2909,normal
22,16,67,55,2909,normal
22,17,67,32,2909,normal
22,18,31,40,2909,normal
22,19,77,61,2909,normal
22,20,42,25,2909,normal
22,21,47,66,2909,normal
22,22,45,34,2909,normal
22,23,58,55,2909,normal
22,24,30,19,2909,normal
22,25,36,56,2909,normal
22,26,50,52,2909,normal
22,27,27,81,2909,normal
22,28,70,46,2909,normal
22,29,34,55,2909,normal
22,30,55,52,2909,normal
22,31,52,19,2909,normal
22,32,53,64,2909,normal
22,33,73,42,2909,normal
22,34,34,46,2909,normal
22,35,17,50,2909,normal
22,36,75,56,2909,normal
22,37,44,47,2909,normal
22,38,37,58,2909,normal
22,39,95,36,2909,normal
22,40,36,28,2909,normal
22,41,60,43,2909,normal
22,42,38,40,2909,normal
22,43,51,41,2909,normal
22,44,56,83,2909,normal
22,45,63,78,2909,normal
22,46,54,44,2909,normal
22,47,63,37,2909,normal
22,48,52,54,2909,normal
22,49,60,30,2909,normal
22,50,64,48,2909,normal
22,51,61,44,2909,normal
22,52,38,35,2909,normal
22,53,68,67,2909,normal
22,54,68,41,2909,normal
22,55,37,69,2909,normal
22,56,74,46,2909,normal
22,57,52,40,2909,normal
22,58,36,76,2909,normal
22,59,21,37,2909,normal
22,60,41,47,2909,normal
22,61,70,38,2909,normal
22,62,64,77,2909,normal
22,63,44,58,2909,normal
22,64,41,75,2909,normal
22,65,34,29,2909,normal
22,66,53,45,2909,normal
22,67,49,47,2909,normal
22,68,54,59,2909,normal
22,69,57,33,2909,normal
22,70,49,82,2909,normal
22,71,73,55,2909,normal
22,72,48,46,2909,normal
22,73,92,31,2909,normal
22,74,35,26,2909,normal
22,75,53,43,2909,normal
22,76,29,69,2909,normal
22,77,26,26,2909,normal
22,78,39,56,2909,normal
22,79,31,34,2909,normal
22,80,30,41,2909,normal
22,81,42,44,2909,normal
22,82,61,33,2909,normal
22,83,70,75,2909,normal
22,84,70,11,2909,normal
22,85,58,53,2909,normal
22,86,26,45,2909,normal
22,87,61,62,2909,normal
22,88,45,79,2909,normal
22,89,48,12,2909,normal
22,90,61,37,2909,normal
22,91,43,21,2909,normal
22,92,50,73,2909,normal
22,93,91,22,2909,normal
22,94,60,27,2909,normal
22,95,40,35,2909,normal
22,96,63,34,2909,normal
22,97,77,56,2909,normal
22,98,38,47,2909,normal
22,99,69,63,2909,normal
23,0,9,77,4188,uniform
23,1,56,71,4188,uniform
23,2,42,39,4188,uniform
23,3,62,3,4188,uniform
23,4,68,6,4188,uniform
23,5,61,80,4188,uniform
23,6,81,40,4188,uniform
23,7,35,31,4188,uniform
23,8,55,74,4188,uniform
23,9,99,47,4188,uniform
23,10,50,19,4188,uniform
23,11,7,20,4188,uniform
23,12,78,76,4188,uniform
23,13,37,99,4188,uniform
23,14,85,61,4188,uniform
23,15,87,9,4188,uniform
23,16,96,22,4188,uniform
23,17,49,57,4188,uniform
23,18,48,17,4188,uniform
23,19,36,14,4188,uniform
23,20,39,20,4188,uniform
23,21,91,41,4188,uniform
23,22,12,48,4188,uniform
23,23,85,52,4188,uniform
23,24,78,22,4188,uniform
23,25,60,78,4188,uniform
23,26,18,37,4188,uniform
23,27,2,30,4188,uniform
23,28,91,10,4188,uniform
23,29,71,91,4188,uniform
23,30,85,17,4188,uniform
23,31,67,70,4188,uniform
23,32,68,98,4188,uniform
23,33,12,52,4188,uniform
23,34,63,4,4188,uniform
23,35,63,51,4188,uniform
23,36,67,98,4188,uniform
23,37,76,84,4188,uniform
23,38,35,85,4188,uniform
23,39,10,10,4188,uniform
23,40,1,2,4188,uniform
23,41,42,42,4188,uniform
23,42,33,78,4188,uniform
23,43,99,73,4188,uniform
23,44,22,51,4188,uniform
23,45,18,83,4188,uniform
23,46,7,88,4188,uniform
23,47,20,17,4188,uniform
23,48,6,63,4188,uniform
23,49,37,60,4188,uniform
23,50,14,10,4188,uniform
23,51,22,74,4188,uniform
23,52,98,79,4188,uniform
23,53,3,98,4188,uniform
23,54,30,98,4188,uniform
23,55,23,65,4188,uniform
23,56,37,50,4188,uniform
23,57,35,96,4188,uniform
23,58,84,10,4188,uniform
23,59,15,63,4188,uniform
23,60,52,41,4188,uniform
23,61,6,3,4188,uniform
23,62,28,57,4188,uniform
23,63,43,63,4188,uniform
23,64,16,78,4188,uniform
23,65,42,33,4188,uniform
23,66,63,75,4188,uniform
23,67,60,49,4188,uniform
23,68,20,62,4188,uniform
23,69,62,55,4188,uniform
23,70,93,64,4188,uniform
23,71,9,44,4188,uniform
23,72,1,66,4188,uniform
23,73,98,50,4188,uniform
23,74,47,65,4188,uniform
23,75,57,64,4188,uniform
23,76,22,58,4188,uniform
23,77,88,49,4188,uniform
23,78,81,27,4188,uniform
23,79,58,11,4188,uniform
23,80,70,63,4188,uniform
23,81,40,44,4188,uniform
23,82,62,51,4188,uniform
23,83,81,24,4188,uniform
23,84,51,49,4188,uniform
23,85,29,71,4188,uniform
23,86,9,86,4188,uniform
23,87,22,1,4188,uniform
23,88,51,7,4188,uniform
23,89,99,33,4188,uniform
23,90,64,32,4188,uniform
23,91,9,45,4188,uniform
23,92,73,35,4188,uniform
23,93,79,32,4188,uniform
23,94,54,84,4188,uniform
23,95,92,44,4188,uniform
23,96,29,28,4188,uniform
23,97,16,90,4188,uniform
23,98,35,11,4188,uniform
23,99,30,29,4188,uniform
24,0,90,69,4451,normal
24,1,66,50,4451,normal
24,2,36,81,4451,normal
24,3,66,60,4451,normal
24,4,43,33,4451,normal
24,5,37,51,4451,normal
24,6,43,43,4451,normal
24,7,62,33,4451,normal
24,8,64,37,4451,normal
24,9,41,60,4451,normal
24,10,39,42,4451,normal
24,11,25,58,4451,normal
24,12,45,35,4451,normal
24,13,51,50,4451,normal
24,14,72,52,4451,normal
24,15,72,58,4451,normal
24,16,51,33,4451,normal
24,17,9,71,4451,normal
24,18,50,38,4451,normal
24,19,11,42,4451,normal
24,20,32,67,4451,normal
24,21,39,46,4451,normal
24,22,34,19,4451,normal
24,23,32,79,4451,normal
24,24,54,43,4451,normal
24,25,40,76,4451,normal
24,26,76,84,4451,normal
24,27,62,53,4451,normal
24,28,53,48,4451,normal
24,29,66,67,4451,normal
24,30,27,58,4451,normal
24,31,45,74,4451,normal
24,32,48,56,4451,normal
24,33,40,69,4451,normal
24,34,34,68,4451,normal
24,35,44,50,4451,normal
24,36,55,59,4451,normal
24,37,71,50,4451,normal
24,38,39,50,4451,normal
24,39,70,73,4451,normal
24,40,35,74,4451,normal
24,41,55,41,4451,normal
24,42,29,24,4451,normal
24,43,54,35,4451,normal
24,44,76,52,4451,normal
24,45,2,33,4451,normal
24,46,35,36,4451,normal
24,47,36,32,4451,normal
24,48,39,8,4451,normal
24,49,68,38,4451,normal
24,50,33,62,4451,normal
24,51,45,87,4451,normal
24,52,36,53,4451,normal
24,53,39,64,4451,normal
24,54,29,42,4451,normal
24,55,84,42,4451,normal
24,56,41,48,4451,normal
24,57,55,70,4451,normal
24,58,44,57,4451,normal
24,59,50,57,4451,normal
24,60,64,62,4451,normal
24,61,61,46,4451,normal
24,62,55,25,4451,normal
24,63,68,15,4451,normal
24,64,46,56,4451,normal
24,65,33,42,4451,normal
24,66,51,52,4451,normal
24,67,69,75,4451,normal
24,68,52,82,4451,normal
24,69,61,36,4451,normal
24,70,48,48,4451,normal
24,71,19,79,4451,normal
24,72,23,48,4451,normal
24,73,25,68,4451,normal
24,74,63,50,4451,normal
24,75,70,56,4451,normal
24,76,57,67,4451,normal
24,77,70,50,4451,normal
24,78,32,85,4451,normal
24,79,60,19,4451,normal
24,80,85,62,4451,normal
24,81,61,44,4451,normal
24,82,71,77,4451,normal
24,83,50,73,4451,normal
24,84,27,34,4451,normal
24,85,50,70,4451,normal
24,86,48,50,4451,normal
24,87,39,64,4451,normal
24,88,42,59,4451,normal
24,89,58,66,4451,normal
24,90,60,73,4451,normal
24,91,55,65,4451,normal
24,92,75,8,4451,normal
24,93,64,50,4451,normal
24,94,51,33,4451,normal
24,95,56,35,4451,normal
24,96,31,59,4451,normal
24,97,42,86,4451,normal
24,98,73,23,4451,normal
24,99,37,46,4451,normal
25,0,21,2,4328,exponential
25,1,1,30,4328,exponential
25,2,18,53,4328,exponential
25,3,39,1,4328,exponential
25,4,24,30,4328,exponential
25,5,10,24,4328,exponential
25,6,26,14,4328,exponential
25,7,3,62,4328,exponential
25,8,39,7,4328,exponential
25,9,1,32,4328,exponential
25,10,14,60,4328,exponential
25,11,10,23,4328,exponential
25,12,23,0,4328,exponential
25,13,7,49,4328,exponential
25,14,20,30,4328,exponential
25,15,32,19,4328,exponential
25,16,67,6,4328,exponential
25,17,27,2,4328,exponential
25,18,62,17,4328,exponential
25,19,14,32,4328,exponential
25,20,56,10,4328,exponential
25,21,5,2,4328,exponential
25,22,6,24,4328,exponential
25,23,145,12,4328,exponential
25,24,42,54,4328,exponential
25,25,46,0,4328,exponential
25,26,235,21,4328,exponential
25,27,1,9,4328,exponential
25,28,28,4,4328,exponential
25,29,50,51,4328,exponential
25,30,178,8,4328,exponential
25,31,22,2,4328,exponential
25,32,13,37,4328,exponential
25,33,2,48,4328,exponential
25,34,25,1,4328,exponential
25,35,41,3,4328,exponential
25,36,6,99,4328,exponential
25,37,60,7,4328,exponential
25,38,74,11,4328,exponential
25,39,132,142,4328,exponential
25,40,10,79,4328,exponential
25,41,3,15,4328,exponential
25,42,28,5,4328,exponential
25,43,27,9,4328,exponential
25,44,2,10,4328,exponential
25,45,89,1,4328,exponential
25,46,1,18,4328,exponential
25,47,29,39,4328,exponential
25,48,35,9,4328,exponential
25,49,10,43,4328,exponential
25,50,47,27,4328,exponential
25,51,14,26,4328,exponential
25,52,1,17,4328,exponential
25,53,14,31,4328,exponential
25,54,4,10,4328,exponential
25,55,61,24,4328,exponential
25,56,31,86,4328,exponential
25,57,0,19,4328,exponential
25,58,9,114,4328,exponential
25,59,27,32,4328,exponential
25,60,7,27,4328,exponential
25,61,9,23,4328,exponential
25,62,61,8,4328,exponential
25,63,64,44,4328,exponential
25,64,4,49,4328,exponential
25,65,11,38,4328,exponential
25,66,16,21,4328,exponential
25,67,10,35,4328,exponential
25,68,39,8,4328,exponential
25,69,6,3,4328,exponential
25,70,22,6,4328,exponential
25,71,91,55,4328,exponential
25,72,84,35,4328,exponential
25,73,19,34,4328,exponential
25,74,55,6,4328,exponential
25,75,10,58,4328,exponential
25,76,1,30,4328,exponential
25,77,45,150,4328,exponential
25,78,1,14,4328,exponential
25,79,1,35,4328,exponential
25,80,16,11,4328,exponential
25,81,43,35,4328,exponential
25,82,57,1,4328,exponential
25,83,14,7,4328,exponential
25,84,32,5,4328,exponential
25,85,7,44,4328,exponential
25,86,1,2,4328,exponential
25,87,0,4,4328,exponential
25,88,8,28,4328,exponential
25,89,17,1,4328,exponential
25,90,54,8,4328,exponential
25,91,24,25,4328,exponential
25,92,20,50,4328,exponential
25,93,93,23,4328,exponential
25,94,66,26,4328,exponential
25,95,38,11,4328,exponential
25,96,156,6,4328,exponential
25,97,47,1,4328,exponential
25,98,32,48,4328,exponential
25,99,38,4,4328,exponential
26,0,22,46,4848,exponential
26,1,1,11,4848,exponential
26,2,142,26,4848,exponential
26,3,27,128,4848,exponential
26,4,34,97,4848,exponential
26,5,4,17,4848,exponential
26,6,5,6,4848,exponential
26,7,0,2,4848,exponential
26,8,25,25,4848,exponential
26,9,19,11,4848,exponential
26,10,86,12,4848,exponential
26,11,10,1,4848,exponential
26,12,7,97,4848,exponential
26,13,5,14,4848,exponential
26,14,3,30,4848,exponential
26,15,43,66,4848,exponential
26,16,42,0,4848,exponential
26,17,59,10,4848,exponential
26,18,17,33,4848,exponential
26,19,22,3,4848,exponential
26,20,3,3,4848,exponential
26,21,31,14,4848,exponential
26,22,13,12,4848,exponential
26,23,41,72,4848,exponential
26,24,11,31,4848,exponential
26,25,2,22,4848,exponential
26,26,35,6,4848,exponential
26,27,67,13,4848,exponential
26,28,19,19,4848,exponential
26,29,13,39,4848,exponential
26,30,2,24,4848,exponential
26,31,9,57,4848,exponential
26,32,2,63,4848,exponential
26,33,14,4,4848,exponential
26,34,17,61,4848,exponential
26,35,12,39,4848,exponential
26,36,69,42,4848,exponential
26,37,2,19,4848,exponential
26,38,6,21,4848,exponential
26,39,17,54,4848,exponential
26,40,43,20,4848,exponential
26,41,36,28,4848,exponential
26,42,45,1,4848,exponential
26,43,138,24,4848,exponential
26,44,33,3,4848,exponential
26,45,8,66,4848,exponential
26,46,80,3,4848,exponential
26,47,16,27,4848,exponential
26,48,6,74,4848,exponential
26,49,15,20,4848,exponential
26,50,33,31,4848,exponential
26,51,14,56,4848,exponential
26,52,3,3,4848,exponential
26,53,47,40,4848,exponential
26,54,10,96,4848,exponential
26,55,59,7,4848,exponential
26,56,22,79,4848,exponential
26,57,2,14,4848,exponential
26,58,25,91,4848,exponential
26,59,15,27,4848,exponential
26,60,0,5,4848,exponential
26,61,47,55,4848,exponential
26,62,30,143,4848,exponential
26,63,20,21,4848,exponential
26,64,2,86,4848,exponential
26,65,13,7,4848,exponential
26,66,15,25,4848,exponential
26,67,28,73,4848,exponential
26,68,16,96,4848,exponential
26,69,44,3,4848,exponential
26,70,11,15,4848,exponential
26,71,18,44,4848,exponential
26,72,15,32,4848,exponential
26,73,69,25,4848,exponential
26,74,54,31,4848,exponential
26,75,16,54,4848,exponential
26,76,19,3,4848,exponential
26,77,98,13,4848,exponential
26,78,46,3,4848,exponential
26,79,3,53,4848,exponential
26,80,95,54,4848,exponential
26,81,0,53,4848,exponential
26,82,56,4,4848,exponential
26,83,5,110,4848,exponential
26,84,11,18,4848,exponential
26,85,9,79,4848,exponential
26,86,7,40,4848,exponential
26,87,13,40,4848,exponential
26,88,11,37,4848,exponential
26,89,0,9,4848,exponential
26,90,0,83,4848,exponential
26,91,62,53,4848,exponential
26,92,28,178,4848,exponential
26,93,53,55,4848,exponential
26,94,4,4,4848,exponential
26,95,36,38,4848,exponential
26,96,10,5,4848,exponential
26,97,62,124,4848,exponential
26,98,12,27,4848,exponential
26,99,111,37,4848,exponential
27,0,60,46,4725,uniform
27,1,55,2,4725,uniform
27,2,96,19,4725,uniform
27,3,6,6,4725,uniform
27,4,82,20,4725,uniform
27,5,19,38,4725,uniform
27,6,48,89,4725,uniform
27,7,59,90,4725,uniform
27,8,32,89,4725,uniform
27,9,7,5,4725,uniform
27,10,52,47,4725,uniform
27,11,83,64,4725,uniform
27,12,67,92,4725,uniform
27,13,57,14,4725,uniform
27,14,40,51,4725,uniform
27,15,58,30,4725,uniform
27,16,45,61,4725,uniform
27,17,21,84,4725,uniform
27,18,72,7,4725,uniform
27,19,94,48,4725,uniform
27,20,70,64,4725,uniform
27,21,15,49,4725,uniform
27,22,37,50,4725,uniform
27,23,30,79,4725,uniform
27,24,89,80,4725,uniform
27,25,1,80,4725,uniform
27,26,81,39,4725,uniform
27,27,83,98,4725,uniform
27,28,19,6,4725,uniform
27,29,72,87,4725,uniform
27,30,39,27,4725,uniform
27,31,3,56,4725,uniform
27,32,94,68,4725,uniform
27,33,71,63,4725,uniform
27,34,70,15,4725,uniform
27,35,76,14,4725,uniform
27,36,58,67,4725,uniform
27,37,99,40,4725,uniform
27,38,66,39,4725,uniform
27,39,6,81,4725,uniform
27,40,74,34,4725,uniform
27,41,13,98,4725,uniform
27,42,11,86,4725,uniform
27,43,63,4,4725,uniform
27,44,67,91,4725,uniform
27,45,80,3,4725,uniform
27,46,80,77,4725,uniform
27,47,83,91,4725,uniform
27,48,96,39,4725,uniform
27,49,78,24,4725,uniform
27,50,46,8,4725,uniform
27,51,19,38,4725,uniform
27,52,49,34,4725,uniform
27,53,89,1,4725,uniform
27,54,93,94,4725,uniform
27,55,86,39,4725,uniform
27,56,46,62,4725,uniform
27,57,48,69,4725,uniform
27,58,47,54,4725,uniform
27,59,47,29,4725,uniform
27,60,96,64,4725,uniform
27,61,22,46,4725,uniform
27,62,86,44,4725,uniform
27,63,93,98,4725,uniform
27,64,25,43,4725,uniform
27,65,37,65,4725,uniform
27,66,33,96,4725,uniform
27,67,72,48,4725,uniform
27,68,17,5,4725,uniform
27,69,91,35,4725,uniform
27,70,57,40,4725,uniform
27,71,41,49,4725,uniform
27,72,9,58,4725,uniform
27,73,39,37,4725,uniform
27,74,72,53,4725,uniform
27,75,25,91,4725,uniform
27,76,11,13,4725,uniform
27,77,74,27,4725,uniform
27,78,66,29,4725,uniform
27,79,50,86,4725,uniform
27,80,35,67,4725,uniform
27,81,47,75,4725,uniform
27,82,30,97,4725,uniform
27,83,24,4,4725,uniform
27,84,58,93,4725,uniform
27,85,29,40,4725,uniform
27,86,22,54,4725,uniform
27,87,55,18,4725,uniform
27,88,92,52,4725,uniform
27,89,41,17,4725,uniform
27,90,58,45,4725,uniform
27,91,95,76,4725,uniform
27,92,2,72,4725,uniform
27,93,1,61,4725,uniform
27,94,23,85,4725,uniform
27,95,33,38,4725,uniform
27,96,43,30,4725,uniform
27,97,42,55,4725,uniform
27,98,34,15,4725,uniform
27,99,82,39,4725,uniform
28,0,69,55,4552,normal
28,1,38,54,4552,normal
28,2,62,62,4552,normal
28,3,29,65,4552,normal
28,4,57,36,4552,normal
28,5,61,27,4552,normal
28,6,62,69,4552,normal
28,7,54,66,4552,normal
28,8,68,55,4552,normal
28,9,68,53,4552,normal
28,10,45,49,4552,normal
28,11,46,42,4552,normal
28,12,43,0,4552,normal
28,13,62,55,4552,normal
28,14,29,60,4552,normal
28,15,56,45,4552,normal
28,16,37,43,4552,normal
28,17,64,77,4552,normal
28,18,59,60,4552,normal
28,19,25,38,4552,normal
28,20,44,71,4552,normal
28,21,43,19,4552,normal
28,22,34,42,4552,normal
28,23,55,46,4552,normal
28,24,50,75,4552,normal
28,25,50,45,4552,normal
28,26,31,49,4552,normal
28,27,43,49,4552,normal
28,28,49,71,4552,normal
28,29,61,61,4552,normal
28,30,44,70,4552,normal
28,31,41,47,4552,normal
28,32,67,33,4552,normal
28,33,41,41,4552,normal
28,34,23,58,4552,normal
28,35,4,66,4552,normal
28,36,34,80,4552,normal
