,,weights,values,capacity,distribution,instance_id
16,72,11,67,2887,uniform,16
16,73,20,54,2887,uniform,16
16,74,54,77,2887,uniform,16
16,75,1,81,2887,uniform,16
16,76,13,64,2887,uniform,16
16,77,19,63,2887,uniform,16
16,78,12,98,2887,uniform,16
16,79,52,60,2887,uniform,16
16,80,7,73,2887,uniform,16
16,81,22,53,2887,uniform,16
16,82,6,75,2887,uniform,16
16,83,19,56,2887,uniform,16
16,84,3,86,2887,uniform,16
16,85,14,51,2887,uniform,16
16,86,8,57,2887,uniform,16
16,87,1,64,2887,uniform,16
16,88,7,58,2887,uniform,16
16,89,3,91,2887,uniform,16
16,90,21,54,2887,uniform,16
16,91,12,86,2887,uniform,16
16,92,4,98,2887,uniform,16
16,93,17,84,2887,uniform,16
16,94,10,66,2887,uniform,16
16,95,15,56,2887,uniform,16
16,96,4,60,2887,uniform,16
16,97,3,85,2887,uniform,16
16,98,17,62,2887,uniform,16
16,99,22,95,2887,uniform,16
17,0,2,68,3397,normal,17
17,1,11,94,3397,normal,17
17,2,24,85,3397,normal,17
17,3,24,92,3397,normal,17
17,4,2,70,3397,normal,17
17,5,20,84,3397,normal,17
17,6,7,63,3397,normal,17
17,7,22,86,3397,normal,17
17,8,2,98,3397,normal,17
17,9,67,88,3397,normal,17
17,10,13,63,3397,normal,17
17,11,2,99,3397,normal,17
17,12,23,84,3397,normal,17
17,13,1,75,3397,normal,17
17,14,9,64,3397,normal,17
17,15,12,59,3397,normal,17
17,16,16,98,3397,normal,17
17,17,13,96,3397,normal,17
17,18,9,75,3397,normal,17
17,19,7,89,3397,normal,17
17,20,10,68,3397,normal,17
17,21,12,55,3397,normal,17
17,22,8,61,3397,normal,17
17,23,20,95,3397,normal,17
17,24,10,63,3397,normal,17
17,25,68,61,3397,normal,17
17,26,4,51,3397,normal,17
17,27,8,70,3397,normal,17
17,28,1,91,3397,normal,17
17,29,22,58,3397,normal,17
17,30,5,51,3397,normal,17
17,31,14,51,3397,normal,17
17,32,11,80,3397,normal,17
17,33,1,73,3397,normal,17
17,34,8,89,3397,normal,17
17,35,16,68,3397,normal,17
17,36,24,73,3397,normal,17
17,37,8,81,3397,normal,17
17,38,9,51,3397,normal,17
17,39,18,64,3397,normal,17
17,40,2,75,3397,normal,17
17,41,23,87,3397,normal,17
17,42,9,64,3397,normal,17
17,43,6,52,3397,normal,17
17,44,4,86,3397,normal,17
17,45,56,77,3397,normal,17
17,46,21,65,3397,normal,17
17,47,12,81,3397,normal,17
17,48,21,57,3397,normal,17
17,49,11,62,3397,normal,17
17,50,12,95,3397,normal,17
17,51,20,65,3397,normal,17
17,52,17,73,3397,normal,17
17,53,16,75,3397,normal,17
17,54,8,93,3397,normal,17
17,55,3,81,3397,normal,17
17,56,63,98,3397,normal,17
17,57,9,55,3397,normal,17
17,58,17,88,3397,normal,17
17,59,2,51,3397,normal,17
17,60,8,54,3397,normal,17
17,61,12,63,3397,normal,17
17,62,8,73,3397,normal,17
17,63,23,67,3397,normal,17
17,64,22,74,3397,normal,17
17,65,14,65,3397,normal,17
17,66,86,67,3397,normal,17
17,67,16,69,3397,normal,17
17,68,1,76,3397,normal,17
17,69,4,82,3397,normal,17
17,70,23,85,3397,normal,17
17,71,18,79,3397,normal,17
17,72,98,73,3397,normal,17
17,73,19,98,3397,normal,17
17,74,19,59,3397,normal,17
17,75,4,94,3397,normal,17
17,76,23,75,3397,normal,17
17,77,23,77,3397,normal,17
17,78,14,63,3397,normal,17
17,79,2,77,3397,normal,17
17,80,4,91,3397,normal,17
17,81,21,82,3397,normal,17
17,82,11,99,3397,normal,17
17,83,6,56,3397,normal,17
17,84,60,81,3397,normal,17
17,85,15,78,3397,normal,17
17,86,59,90,3397,normal,17
17,87,15,83,3397,normal,17
17,88,18,99,3397,normal,17
17,89,16,77,3397,normal,17
17,90,13,90,3397,normal,17
17,91,54,77,3397,normal,17
17,92,12,84,3397,normal,17
17,93,2,79,3397,normal,17
17,94,17,72,3397,normal,17
17,95,5,62,3397,normal,17
17,96,99,65,3397,normal,17
17,97,7,95,3397,normal,17
17,98,6,97,3397,normal,17
17,99,23,73,3397,normal,17
18,0,21,81,2590,exponential,18
18,1,10,73,2590,exponential,18
18,2,1,59,2590,exponential,18
18,3,2,83,2590,exponential,18
18,4,7,87,2590,exponential,18
18,5,9,98,2590,exponential,18
18,6,13,71,2590,exponential,18
18,7,2,63,2590,exponential,18
18,8,8,51,2590,exponential,18
18,9,63,65,2590,exponential,18
18,10,11,66,2590,exponential,18
18,11,4,91,2590,exponential,18
18,12,20,70,2590,exponential,18
18,13,18,86,2590,exponential,18
18,14,14,51,2590,exponential,18
18,15,5,58,2590,exponential,18
18,16,1,68,2590,exponential,18
18,17,23,65,2590,exponential,18
18,18,15,95,2590,exponential,18
18,19,19,57,2590,exponential,18
18,20,8,88,2590,exponential,18
18,21,14,67,2590,exponential,18
18,22,84,75,2590,exponential,18
18,23,5,65,2590,exponential,18
18,24,17,95,2590,exponential,18
18,25,7,97,2590,exponential,18
18,26,13,61,2590,exponential,18
18,27,21,53,2590,exponential,18
18,28,8,60,2590,exponential,18
18,29,13,51,2590,exponential,18
18,30,19,66,2590,exponential,18
18,31,15,90,2590,exponential,18
18,32,20,66,2590,exponential,18
18,33,2,56,2590,exponential,18
18,34,17,91,2590,exponential,18
18,35,19,73,2590,exponential,18
18,36,19,98,2590,exponential,18
18,37,23,81,2590,exponential,18
18,38,22,58,2590,exponential,18
18,39,83,85,2590,exponential,18
18,40,15,80,2590,exponential,18
18,41,2,87,2590,exponential,18
18,42,19,63,2590,exponential,18
18,43,10,88,2590,exponential,18
18,44,23,71,2590,exponential,18
18,45,24,77,2590,exponential,18
18,46,78,64,2590,exponential,18
18,47,6,82,2590,exponential,18
18,48,17,73,2590,exponential,18
18,49,21,96,2590,exponential,18
18,50,10,75,2590,exponential,18
18,51,5,70,2590,exponential,18
18,52,7,70,2590,exponential,18
18,53,2,92,2590,exponential,18
18,54,14,92,2590,exponential,18
18,55,4,91,2590,exponential,18
18,56,9,78,2590,exponential,18
18,57,22,99,2590,exponential,18
18,58,14,55,2590,exponential,18
18,59,24,61,2590,exponential,18
18,60,24,72,2590,exponential,18
18,61,24,80,2590,exponential,18
18,62,5,87,2590,exponential,18
18,63,9,95,2590,exponential,18
18,64,21,94,2590,exponential,18
18,65,2,81,2590,exponential,18
18,66,16,72,2590,exponential,18
18,67,13,67,2590,exponential,18
18,68,1,97,2590,exponential,18
18,69,12,84,2590,exponential,18
18,70,19,96,2590,exponential,18
18,71,22,82,2590,exponential,18
18,72,19,78,2590,exponential,18
18,73,24,68,2590,exponential,18
18,74,4,76,2590,exponential,18
18,75,15,73,2590,exponential,18
18,76,21,84,2590,exponential,18
18,77,91,71,2590,exponential,18
18,78,6,75,2590,exponential,18
18,79,10,91,2590,exponential,18
18,80,3,52,2590,exponential,18
18,81,58,89,2590,exponential,18
18,82,16,86,2590,exponential,18
18,83,13,89,2590,exponential,18
18,84,24,50,2590,exponential,18
18,85,17,75,2590,exponential,18
18,86,68,55,2590,exponential,18
18,87,8,53,2590,exponential,18
18,88,18,77,2590,exponential,18
18,89,24,70,2590,exponential,18
18,90,87,72,2590,exponential,18
18,91,61,62,2590,exponential,18
18,92,68,89,2590,exponential,18
18,93,7,89,2590,exponential,18
18,94,14,64,2590,exponential,18
18,95,19,62,2590,exponential,18
18,96,17,75,2590,exponential,18
18,97,21,92,2590,exponential,18
18,98,9,91,2590,exponential,18
18,99,15,88,2590,exponential,18
19,0,5,79,3090,exponential,19
19,1,1,90,3090,exponential,19
19,2,23,93,3090,exponential,19
19,3,20,93,3090,exponential,19
19,4,92,96,3090,exponential,19
19,5,9,70,3090,exponential,19
19,6,20,65,3090,exponential,19
19,7,15,69,3090,exponential,19
19,8,7,62,3090,exponential,19
19,9,1,71,3090,exponential,19
19,10,6,58,3090,exponential,19
19,11,8,57,3090,exponential,19
19,12,17,95,3090,exponential,19
19,13,18,56,3090,exponential,19
19,14,2,80,3090,exponential,19
19,15,14,55,3090,exponential,19
19,16,4,72,3090,exponential,19
19,17,21,94,3090,exponential,19
19,18,11,91,3090,exponential,19
19,19,11,98,3090,exponential,19
19,20,73,84,3090,exponential,19
19,21,62,96,3090,exponential,19
19,22,22,89,3090,exponential,19
19,23,20,87,3090,exponential,19
19,24,20,79,3090,exponential,19
19,25,22,64,3090,exponential,19
19,26,13,59,3090,exponential,19
19,27,21,80,3090,exponential,19
19,28,96,65,3090,exponential,19
19,29,20,66,3090,exponential,19
19,30,10,62,3090,exponential,19
19,31,6,90,3090,exponential,19
19,32,15,65,3090,exponential,19
19,33,16,58,3090,exponential,19
19,34,8,51,3090,exponential,19
19,35,19,85,3090,exponential,19
19,36,83,87,3090,exponential,19
19,37,13,62,3090,exponential,19
19,38,17,64,3090,exponential,19
19,39,2,94,3090,exponential,19
19,40,12,93,3090,exponential,19
19,41,12,70,3090,exponential,19
19,42,17,70,3090,exponential,19
19,43,20,66,3090,exponential,19
19,44,8,73,3090,exponential,19
19,45,24,78,3090,exponential,19
19,46,15,79,3090,exponential,19
19,47,6,72,3090,exponential,19
19,48,24,50,3090,exponential,19
19,49,12,86,3090,exponential,19
19,50,21,62,3090,exponential,19
19,51,17,69,3090,exponential,19
19,52,18,83,3090,exponential,19
19,53,17,96,3090,exponential,19
19,54,8,54,3090,exponential,19
19,55,6,56,3090,exponential,19
19,56,24,67,3090,exponential,19
19,57,10,73,3090,exponential,19
19,58,18,83,3090,exponential,19
19,59,4,54,3090,exponential,19
19,60,20,92,3090,exponential,19
19,61,7,53,3090,exponential,19
19,62,9,58,3090,exponential,19
19,63,9,70,3090,exponential,19
19,64,6,60,3090,exponential,19
19,65,2,78,3090,exponential,19
19,66,19,74,3090,exponential,19
19,67,99,85,3090,exponential,19
19,68,13,99,3090,exponential,19
19,69,54,62,3090,exponential,19
19,70,24,58,3090,exponential,19
19,71,1,78,3090,exponential,19
19,72,14,57,3090,exponential,19
19,73,17,98,3090,exponential,19
19,74,7,68,3090,exponential,19
19,75,5,72,3090,exponential,19
19,76,2,64,3090,exponential,19
19,77,7,62,3090,exponential,19
19,78,10,51,3090,exponential,19
19,79,14,51,3090,exponential,19
19,80,73,81,3090,exponential,19
19,81,22,62,3090,exponential,19
19,82,10,62,3090,exponential,19
19,83,19,81,3090,exponential,19
19,84,16,51,3090,exponential,19
19,85,23,65,3090,exponential,19
19,86,18,66,3090,exponential,19
19,87,93,96,3090,exponential,19
19,88,21,85,3090,exponential,19
19,89,2,84,3090,exponential,19
19,90,17,65,3090,exponential,19
19,91,17,69,3090,exponential,19
19,92,4,86,3090,exponential,19
19,93,60,89,3090,exponential,19
19,94,21,67,3090,exponential,19
19,95,12,67,3090,exponential,19
19,96,21,84,3090,exponential,19
19,97,18,87,3090,exponential,19
19,98,17,87,3090,exponential,19
19,99,17,74,3090,exponential,19
20,0,17,75,4312,exponential,20
20,1,51,77,4312,exponential,20
20,2,5,54,4312,exponential,20
20,3,22,81,4312,exponential,20
20,4,19,58,4312,exponential,20
20,5,22,79,4312,exponential,20
20,6,9,96,4312,exponential,20
20,7,15,89,4312,exponential,20
20,8,19,67,4312,exponential,20
20,9,23,56,4312,exponential,20
20,10,6,75,4312,exponential,20
20,11,24,74,4312,exponential,20
20,12,1,83,4312,exponential,20
20,13,20,98,4312,exponential,20
20,14,7,95,4312,exponential,20
20,15,14,65,4312,exponential,20
20,16,1,93,4312,exponential,20
20,17,13,67,4312,exponential,20
20,18,24,78,4312,exponential,20
20,19,22,59,4312,exponential,20
20,20,1,64,4312,exponential,20
20,21,21,96,4312,exponential,20
20,22,15,65,4312,exponential,20
20,23,21,55,4312,exponential,20
20,24,21,62,4312,exponential,20
20,25,18,80,4312,exponential,20
20,26,18,72,4312,exponential,20
20,27,1,67,4312,exponential,20
20,28,9,66,4312,exponential,20
20,29,9,73,4312,exponential,20
20,30,12,88,4312,exponential,20
20,31,2,87,4312,exponential,20
20,32,10,63,4312,exponential,20
20,33,54,61,4312,exponential,20
20,34,81,62,4312,exponential,20
20,35,3,68,4312,exponential,20
20,36,16,72,4312,exponential,20
20,37,9,75,4312,exponential,20
20,38,20,70,4312,exponential,20
20,39,77,73,4312,exponential,20
20,40,3,79,4312,exponential,20
20,41,16,56,4312,exponential,20
20,42,6,86,4312,exponential,20
20,43,20,94,4312,exponential,20
20,44,20,54,4312,exponential,20
20,45,7,70,4312,exponential,20
20,46,7,76,4312,exponential,20
20,47,17,77,4312,exponential,20
20,48,9,66,4312,exponential,20
20,49,7,64,4312,exponential,20
20,50,23,62,4312,exponential,20
20,51,24,88,4312,exponential,20
20,52,3,56,4312,exponential,20
20,53,1,67,4312,exponential,20
20,54,6,90,4312,exponential,20
20,55,14,52,4312,exponential,20
20,56,7,98,4312,exponential,20
20,57,6,85,4312,exponential,20
20,58,14,65,4312,exponential,20
20,59,16,76,4312,exponential,20
20,60,19,61,4312,exponential,20
20,61,4,61,4312,exponential,20
20,62,11,81,4312,exponential,20
20,63,18,65,4312,exponential,20
20,64,79,67,4312,exponential,20
20,65,78,91,4312,exponential,20
20,66,63,64,4312,exponential,20
20,67,4,57,4312,exponential,20
20,68,13,91,4312,exponential,20
20,69,20,85,4312,exponential,20
20,70,14,73,4312,exponential,20
20,71,18,92,4312,exponential,20
20,72,19,51,4312,exponential,20
20,73,20,94,4312,exponential,20
20,74,16,97,4312,exponential,20
20,75,5,52,4312,exponential,20
20,76,22,53,4312,exponential,20
20,77,6,59,4312,exponential,20
20,78,15,62,4312,exponential,20
20,79,9,71,4312,exponential,20
20,80,22,75,4312,exponential,20
20,81,1,98,4312,exponential,20
20,82,95,95,4312,exponential,20
20,83,10,51,4312,exponential,20
20,84,23,98,4312,exponential,20
20,85,19,93,4312,exponential,20
20,86,12,80,4312,exponential,20
20,87,20,81,4312,exponential,20
20,88,5,68,4312,exponential,20
20,89,90,85,4312,exponential,20
20,90,19,99,4312,exponential,20
20,91,5,71,4312,exponential,20
20,92,1,52,4312,exponential,20
20,93,17,96,4312,exponential,20
20,94,11,94,4312,exponential,20
20,95,96,68,4312,exponential,20
20,96,18,50,4312,exponential,20
20,97,20,72,4312,exponential,20
20,98,14,58,4312,exponential,20
20,99,19,80,4312,exponential,20
21,0,7,80,4004,normal,21
21,1,15,83,4004,normal,21
21,2,14,99,4004,normal,21
21,3,98,88,4004,normal,21
21,4,82,72,4004,normal,21
21,5,16,76,4004,normal,21
21,6,75,87,4004,normal,21
21,7,22,60,4004,normal,21
21,8,21,97,4004,normal,21
21,9,4,51,4004,normal,21
21,10,18,62,4004,normal,21
21,11,19,70,4004,normal,21
21,12,19,71,4004,normal,21
21,13,22,91,4004,normal,21
21,14,6,74,4004,normal,21
21,15,11,52,4004,normal,21
21,16,10,76,4004,normal,21
21,17,15,72,4004,normal,21
21,18,14,74,4004,normal,21
21,19,7,66,4004,normal,21
21,20,2,60,4004,normal,21
21,21,16,81,4004,normal,21
21,22,21,67,4004,normal,21
21,23,2,76,4004,normal,21
21,24,57,50,4004,normal,21
21,25,11,55,4004,normal,21
21,26,22,79,4004,normal,21
21,27,18,72,4004,normal,21
21,28,5,93,4004,normal,21
21,29,24,52,4004,normal,21
21,30,22,57,4004,normal,21
21,31,15,96,4004,normal,21
21,32,1,96,4004,normal,21
21,33,9,51,4004,normal,21
21,34,16,99,4004,normal,21
21,35,22,68,4004,normal,21
21,36,10,53,4004,normal,21
21,37,17,59,4004,normal,21
21,38,11,59,4004,normal,21
21,39,9,97,4004,normal,21
21,40,6,54,4004,normal,21
21,41,13,83,4004,normal,21
21,42,12,69,4004,normal,21
21,43,19,68,4004,normal,21
21,44,10,58,4004,normal,21
21,45,16,98,4004,normal,21
21,46,22,60,4004,normal,21
21,47,6,73,4004,normal,21
21,48,4,97,4004,normal,21
21,49,7,81,4004,normal,21
21,50,13,50,4004,normal,21
21,51,24,68,4004,normal,21
21,52,13,76,4004,normal,21
21,53,20,97,4004,normal,21
21,54,3,62,4004,normal,21
21,55,14,75,4004,normal,21
21,56,23,76,4004,normal,21
21,57,8,74,4004,normal,21
21,58,10,55,4004,normal,21
21,59,18,81,4004,normal,21
21,60,18,61,4004,normal,21
21,61,14,78,4004,normal,21
21,62,2,77,4004,normal,21
21,63,22,68,4004,normal,21
21,64,22,50,4004,normal,21
21,65,58,90,4004,normal,21
21,66,18,95,4004,normal,21
21,67,85,79,4004,normal,21
21,68,16,88,4004,normal,21
21,69,8,90,4004,normal,21
21,70,11,71,4004,normal,21
21,71,8,75,4004,normal,21
21,72,24,52,4004,normal,21
21,73,22,90,4004,normal,21
21,74,5,80,4004,normal,21
21,75,4,78,4004,normal,21
21,76,14,62,4004,normal,21
21,77,16,91,4004,normal,21
21,78,16,63,4004,normal,21
21,79,88,64,4004,normal,21
21,80,18,52,4004,normal,21
21,81,17,54,4004,normal,21
21,82,55,67,4004,normal,21
21,83,17,51,4004,normal,21
21,84,59,72,4004,normal,21
21,85,23,53,4004,normal,21
21,86,7,87,4004,normal,21
21,87,1,74,4004,normal,21
21,88,20,64,4004,normal,21
21,89,8,87,4004,normal,21
21,90,23,67,4004,normal,21
21,91,16,50,4004,normal,21
21,92,6,95,4004,normal,21
21,93,75,73,4004,normal,21
21,94,6,87,4004,normal,21
21,95,12,77,4004,normal,21
21,96,3,95,4004,normal,21
21,97,8,77,4004,normal,21
21,98,5,51,4004,normal,21
21,99,16,89,4004,normal,21
22,0,23,52,4230,exponential,22
22,1,23,53,4230,exponential,22
22,2,7,85,4230,exponential,22
22,3,2,55,4230,exponential,22
22,4,7,88,4230,exponential,22
22,5,3,82,4230,exponential,22
22,6,10,57,4230,exponential,22
22,7,2,62,4230,exponential,22
22,8,7,54,4230,exponential,22
22,9,24,76,4230,exponential,22
22,10,56,97,4230,exponential,22
22,11,20,91,4230,exponential,22
22,12,17,83,4230,exponential,22
22,13,13,88,4230,exponential,22
22,14,22,78,4230,exponential,22
22,15,6,58,4230,exponential,22
22,16,17,64,4230,exponential,22
22,17,7,68,4230,exponential,22
22,18,3,92,4230,exponential,22
22,19,19,98,4230,exponential,22
22,20,1,51,4230,exponential,22
22,21,7,81,4230,exponential,22
22,22,12,71,4230,exponential,22
22,23,90,58,4230,exponential,22
22,24,12,70,4230,exponential,22
22,25,13,82,4230,exponential,22
22,26,2,70,4230,exponential,22
22,27,13,64,4230,exponential,22
22,28,7,85,4230,exponential,22
22,29,7,91,4230,exponential,22
22,30,11,82,4230,exponential,22
22,31,17,66,4230,exponential,22
22,32,12,76,4230,exponential,22
22,33,89,59,4230,exponential,22
22,34,83,81,4230,exponential,22
22,35,6,64,4230,exponential,22
22,36,12,82,4230,exponential,22
22,37,21,72,4230,exponential,22
22,38,18,96,4230,exponential,22
22,39,10,99,4230,exponential,22
22,40,1,75,4230,exponential,22
22,41,24,86,4230,exponential,22
22,42,17,82,4230,exponential,22
22,43,5,97,4230,exponential,22
22,44,12,52,4230,exponential,22
22,45,10,88,4230,exponential,22
22,46,11,86,4230,exponential,22
22,47,14,84,4230,exponential,22
22,48,1,51,4230,exponential,22
22,49,73,70,4230,exponential,22
22,50,19,72,4230,exponential,22
22,51,2,88,4230,exponential,22
22,52,3,63,4230,exponential,22
22,53,4,88,4230,exponential,22
22,54,15,83,4230,exponential,22
22,55,5,58,4230,exponential,22
22,56,10,99,4230,exponential,22
22,57,5,80,4230,exponential,22
22,58,56,66,4230,exponential,22
22,59,17,99,4230,exponential,22
22,60,10,57,4230,exponential,22
22,61,21,70,4230,exponential,22
22,62,3,87,4230,exponential,22
22,63,8,87,4230,exponential,22
22,64,20,77,4230,exponential,22
22,65,89,89,4230,exponential,22
22,66,2,94,4230,exponential,22
22,67,14,87,4230,exponential,22
22,68,8,64,4230,exponential,22
22,69,22,65,4230,exponential,22
22,70,14,79,4230,exponential,22
22,71,4,66,4230,exponential,22
22,72,18,69,4230,exponential,22
22,73,22,55,4230,exponential,22
22,74,19,90,4230,exponential,22
22,75,16,63,4230,exponential,22
22,76,10,60,4230,exponential,22
22,77,50,53,4230,exponential,22
22,78,17,85,4230,exponential,22
22,79,4,66,4230,exponential,22
22,80,14,57,4230,exponential,22
22,81,21,60,4230,exponential,22
22,82,21,65,4230,exponential,22
22,83,2,96,4230,exponential,22
22,84,23,94,4230,exponential,22
22,85,22,50,4230,exponential,22
22,86,12,86,4230,exponential,22
22,87,75,99,4230,exponential,22
22,88,1,50,4230,exponential,22
22,89,19,88,4230,exponential,22
22,90,22,67,4230,exponential,22
22,91,22,99,4230,exponential,22
22,92,23,73,4230,exponential,22
22,93,6,98,4230,exponential,22
22,94,12,85,4230,exponential,22
22,95,10,55,4230,exponential,22
22,96,79,99,4230,exponential,22
22,97,14,91,4230,exponential,22
22,98,21,63,4230,exponential,22
22,99,24,67,4230,exponential,22
23,0,4,83,2549,exponential,23
23,1,15,57,2549,exponential,23
23,2,7,61,2549,exponential,23
23,3,7,94,2549,exponential,23
23,4,17,72,2549,exponential,23
23,5,3,98,2549,exponential,23
23,6,95,69,2549,exponential,23
23,7,8,77,2549,exponential,23
23,8,7,90,2549,exponential,23
23,9,23,96,2549,exponential,23
23,10,7,82,2549,exponential,23
23,11,53,62,2549,exponential,23
23,12,50,75,2549,exponential,23
23,13,5,65,2549,exponential,23
23,14,11,90,2549,exponential,23
23,15,11,85,2549,exponential,23
23,16,15,61,2549,exponential,23
23,17,22,55,2549,exponential,23
23,18,14,85,2549,exponential,23
23,19,23,94,2549,exponential,23
23,20,16,52,2549,exponential,23
23,21,12,58,2549,exponential,23
23,22,21,99,2549,exponential,23
23,23,51,50,2549,exponential,23
23,24,15,94,2549,exponential,23
23,25,6,76,2549,exponential,23
23,26,19,54,2549,exponential,23
23,27,79,56,2549,exponential,23
23,28,11,62,2549,exponential,23
23,29,7,73,2549,exponential,23
23,30,12,75,2549,exponential,23
23,31,21,80,2549,exponential,23
23,32,17,78,2549,exponential,23
23,33,24,73,2549,exponential,23
23,34,7,53,2549,exponential,23
23,35,18,96,2549,exponential,23
23,36,22,75,2549,exponential,23
23,37,1,59,2549,exponential,23
23,38,13,86,2549,exponential,23
23,39,18,52,2549,exponential,23
23,40,24,52,2549,exponential,23
23,41,21,98,2549,exponential,23
23,42,8,94,2549,exponential,23
23,43,12,78,2549,exponential,23
23,44,16,54,2549,exponential,23
23,45,21,92,2549,exponential,23
23,46,72,92,2549,exponential,23
23,47,2,91,2549,exponential,23
23,48,3,61,2549,exponential,23
23,49,22,72,2549,exponential,23
23,50,3,59,2549,exponential,23
23,51,20,96,2549,exponential,23
23,52,16,71,2549,exponential,23
23,53,8,79,2549,exponential,23
23,54,61,98,2549,exponential,23
23,55,98,58,2549,exponential,23
23,56,4,65,2549,exponential,23
23,57,22,89,2549,exponential,23
23,58,19,72,2549,exponential,23
23,59,11,95,2549,exponential,23
23,60,13,62,2549,exponential,23
23,61,17,94,2549,exponential,23
23,62,14,80,2549,exponential,23
23,63,6,63,2549,exponential,23
23,64,16,83,2549,exponential,23
23,65,16,71,2549,exponential,23
23,66,19,50,2549,exponential,23
23,67,5,72,2549,exponential,23
23,68,12,79,2549,exponential,23
23,69,8,51,2549,exponential,23
23,70,17,98,2549,exponential,23
23,71,11,59,2549,exponential,23
23,72,13,54,2549,exponential,23
23,73,5,55,2549,exponential,23
23,74,7,87,2549,exponential,23
23,75,13,61,2549,exponential,23
23,76,5,74,2549,exponential,23
23,77,4,59,2549,exponential,23
23,78,3,91,2549,exponential,23
23,79,24,85,2549,exponential,23
23,80,58,94,2549,exponential,23
23,81,4,85,2549,exponential,23
23,82,18,56,2549,exponential,23
23,83,1,59,2549,exponential,23
23,84,18,51,2549,exponential,23
23,85,21,94,2549,exponential,23
23,86,9,79,2549,exponential,23
23,87,17,60,2549,exponential,23
23,88,21,99,2549,exponential,23
23,89,15,94,2549,exponential,23
23,90,23,91,2549,exponential,23
23,91,15,88,2549,exponential,23
23,92,63,61,2549,exponential,23
23,93,14,94,2549,exponential,23
23,94,23,81,2549,exponential,23
23,95,24,84,2549,exponential,23
23,96,4,78,2549,exponential,23
23,97,19,72,2549,exponential,23
23,98,7,50,2549,exponential,23
23,99,4,77,2549,exponential,23
24,0,9,65,2784,uniform,24
24,1,4,68,2784,uniform,24
24,2,7,81,2784,uniform,24
24,3,3,77,2784,uniform,24
24,4,20,75,2784,uniform,24
24,5,18,79,2784,uniform,24
24,6,7,79,2784,uniform,24
24,7,17,51,2784,uniform,24
24,8,96,59,2784,uniform,24
24,9,6,88,2784,uniform,24
24,10,71,65,2784,uniform,24
24,11,13,87,2784,uniform,24
24,12,9,83,2784,uniform,24
24,13,19,69,2784,uniform,24
24,14,7,99,2784,uniform,24
24,15,24,99,2784,uniform,24
24,16,6,77,2784,uniform,24
24,17,3,73,2784,uniform,24
24,18,66,99,2784,uniform,24
24,19,18,54,2784,uniform,24
24,20,85,93,2784,uniform,24
24,21,2,53,2784,uniform,24
24,22,20,85,2784,uniform,24
24,23,6,55,2784,uniform,24
24,24,23,89,2784,uniform,24
24,25,1,94,2784,uniform,24
24,26,6,56,2784,uniform,24
24,27,22,61,2784,uniform,24
24,28,3,91,2784,uniform,24
24,29,3,91,2784,uniform,24
24,30,15,86,2784,uniform,24
24,31,15,85,2784,uniform,24
24,32,11,90,2784,uniform,24
24,33,20,96,2784,uniform,24
24,34,4,70,2784,uniform,24
24,35,51,58,2784,uniform,24
24,36,2,83,2784,uniform,24
24,37,23,96,2784,uniform,24
24,38,14,60,2784,uniform,24
24,39,23,53,2784,uniform,24
24,40,62,69,2784,uniform,24
24,41,6,71,2784,uniform,24
24,42,24,87,2784,uniform,24
24,43,5,78,2784,uniform,24
24,44,4,99,2784,uniform,24
24,45,11,93,2784,uniform,24
24,46,10,79,2784,uniform,24
24,47,19,77,2784,uniform,24
24,48,20,58,2784,uniform,24
24,49,8,90,2784,uniform,24
24,50,7,50,2784,uniform,24
24,51,17,96,2784,uniform,24
24,52,6,68,2784,uniform,24
24,53,24,63,2784,uniform,24
24,54,8,73,2784,uniform,24
24,55,60,56,2784,uniform,24
24,56,6,52,2784,uniform,24
24,57,20,81,2784,uniform,24
24,58,3,51,2784,uniform,24
24,59,10,50,2784,uniform,24
24,60,23,64,2784,uniform,24
24,61,5,56,2784,uniform,24
24,62,24,87,2784,uniform,24
24,63,63,93,2784,uniform,24
24,64,21,75,2784,uniform,24
24,65,18,90,2784,uniform,24
24,66,14,69,2784,uniform,24
24,67,11,92,2784,uniform,24
24,68,3,93,2784,uniform,24
24,69,6,72,2784,uniform,24
24,70,24,83,2784,uniform,24
24,71,16,62,2784,uniform,24
24,72,4,64,2784,uniform,24
24,73,18,95,2784,uniform,24
24,74,3,55,2784,uniform,24
24,75,16,53,2784,uniform,24
24,76,7,69,2784,uniform,24
24,77,19,51,2784,uniform,24
24,78,11,57,2784,uniform,24
24,79,23,70,2784,uniform,24
24,80,16,89,2784,uniform,24
24,81,15,92,2784,uniform,24
24,82,7,65,2784,uniform,24
24,83,6,84,2784,uniform,24
24,84,21,53,2784,uniform,24
24,85,12,53,2784,uniform,24
24,86,6,52,2784,uniform,24
24,87,10,69,2784,uniform,24
24,88,58,74,2784,uniform,24
24,89,18,60,2784,uniform,24
24,90,9,93,2784,uniform,24
24,91,2,77,2784,uniform,24
24,92,21,68,2784,uniform,24
24,93,51,79,2784,uniform,24
24,94,20,58,2784,uniform,24
24,95,24,90,2784,uniform,24
24,96,13,66,2784,uniform,24
24,97,18,80,2784,uniform,24
24,98,16,65,2784,uniform,24
24,99,16,79,2784,uniform,24
25,0,19,83,4432,uniform,25
25,1,50,95,4432,uniform,25
25,2,24,61,4432,uniform,25
25,3,8,89,4432,uniform,25
25,4,7,93,4432,uniform,25
25,5,6,83,4432,uniform,25
